maintained,technique,is,SLIPCUTUP,and,the,number,is,40
cut,1,slipcut,40,slipcut,40,slipcut,40,225
cut,2,slipcut,40,slipcut,40,slipcut,40,225
cut,3,slipcut,40,slipcut,40,slipcut,40,230
cut,4,slipcut,40,slipcut,40,slipcut,40,225
cut,5,slipcut,40,slipcut,40,slipcut,40,225
cut,6,slipcut,40,slipcut,40,slipcut,40,225
cut,7,slipcut,40,slipcut,40,slipcut,40,225
cut,8,slipcut,40,slipcut,40,slipcut,40,225
cut,9,slipcut,40,slipcut,40,slipcut,40,225
cut,10,slipcut,40,slipcut,40,slipcut,40,225
cut,11,slipcut,40,slipcut,40,slipcut,40,225
cut,12,slipcut,40,slipcut,40,slipcut,40,230
cut,13,slipcut,40,slipcut,40,slipcut,40,225
cut,14,slipcut,40,slipcut,40,slipcut,40,225
cut,15,slipcut,40,slipcut,40,slipcut,40,230
cut,16,slipcut,40,slipcut,40,slipcut,40,225
cut,17,slipcut,40,slipcut,40,slipcut,40,225
cut,18,slipcut,40,slipcut,40,slipcut,40,225
cut,19,slipcut,40,slipcut,40,slipcut,40,225
cut,20,slipcut,40,slipcut,40,slipcut,40,225
cut,21,slipcut,40,slipcut,40,slipcut,40,225
cut,22,slipcut,40,slipcut,40,slipcut,40,225
cut,23,slipcut,40,slipcut,40,slipcut,40,225
cut,24,slipcut,40,slipcut,40,slipcut,40,225
cut,25,slipcut,40,slipcut,40,slipcut,40,225
cut,26,slipcut,40,slipcut,40,slipcut,40,225
cut,27,slipcut,40,slipcut,40,slipcut,40,225
cut,28,slipcut,40,slipcut,40,slipcut,40,225
cut,29,slipcut,40,slipcut,40,slipcut,40,225
cut,30,slipcut,40,slipcut,40,slipcut,40,225
cut,31,slipcut,40,slipcut,40,slipcut,40,225
cut,32,slipcut,40,slipcut,40,slipcut,40,225
cut,33,slipcut,40,slipcut,40,slipcut,40,225
cut,34,slipcut,40,slipcut,40,slipcut,40,225
cut,35,slipcut,40,slipcut,40,slipcut,40,225
cut,36,slipcut,40,slipcut,40,slipcut,40,230
cut,37,slipcut,40,slipcut,40,slipcut,40,225
cut,38,slipcut,40,slipcut,40,slipcut,40,225
cut,39,slipcut,40,slipcut,40,slipcut,40,230
cut,40,slipcut,40,slipcut,40,slipcut,40,230
cut,41,slipcut,40,slipcut,40,slipcut,40,225
cut,42,slipcut,40,slipcut,40,slipcut,40,225
cut,43,slipcut,40,slipcut,40,slipcut,40,225
cut,44,slipcut,40,slipcut,40,slipcut,40,225
cut,45,slipcut,40,slipcut,40,slipcut,40,225
cut,46,slipcut,40,slipcut,40,slipcut,40,225
cut,47,slipcut,40,slipcut,40,slipcut,40,225
cut,48,slipcut,40,slipcut,40,slipcut,40,230
cut,49,slipcut,40,slipcut,40,slipcut,40,225
cut,50,slipcut,40,slipcut,40,slipcut,40,225
cut,51,slipcut,40,slipcut,40,slipcut,40,425
slipcut,2,slipcut,40,slipcut,40,slipcut,40,280
slipcut,3,slipcut,40,slipcut,40,slipcut,40,275
slipcut,4,slipcut,40,slipcut,40,slipcut,40,270
slipcut,5,slipcut,40,slipcut,40,slipcut,40,265
slipcut,6,slipcut,40,slipcut,40,slipcut,40,260
slipcut,7,slipcut,40,slipcut,40,slipcut,40,255
slipcut,8,slipcut,40,slipcut,40,slipcut,40,250
slipcut,9,slipcut,40,slipcut,40,slipcut,40,245
slipcut,10,slipcut,40,slipcut,40,slipcut,40,240
slipcut,11,slipcut,40,slipcut,40,slipcut,40,235
slipcut,12,slipcut,40,slipcut,40,slipcut,40,235
slipcut,13,slipcut,40,slipcut,40,slipcut,40,225
slipcut,14,slipcut,40,slipcut,40,slipcut,40,220
slipcut,15,slipcut,40,slipcut,40,slipcut,40,220
slipcut,16,slipcut,40,slipcut,40,slipcut,40,220
slipcut,17,slipcut,40,slipcut,40,slipcut,40,220
slipcut,18,slipcut,40,slipcut,40,slipcut,40,220
slipcut,19,slipcut,40,slipcut,40,slipcut,40,220
slipcut,20,slipcut,40,slipcut,40,slipcut,40,220
slipcut,21,slipcut,40,slipcut,40,slipcut,40,220
slipcut,22,slipcut,40,slipcut,40,slipcut,40,220
slipcut,23,slipcut,40,slipcut,40,slipcut,40,220
slipcut,24,slipcut,40,slipcut,40,slipcut,40,220
slipcut,25,slipcut,40,slipcut,40,slipcut,40,220
slipcut,26,slipcut,40,slipcut,40,slipcut,40,220
slipcut,27,slipcut,40,slipcut,40,slipcut,40,220
slipcut,28,slipcut,40,slipcut,40,slipcut,40,220
slipcut,29,slipcut,40,slipcut,40,slipcut,40,220
slipcut,30,slipcut,40,slipcut,40,slipcut,40,220
slipcut,31,slipcut,40,slipcut,40,slipcut,40,220
slipcut,32,slipcut,40,slipcut,40,slipcut,40,220
slipcut,33,slipcut,40,slipcut,40,slipcut,40,220
slipcut,34,slipcut,40,slipcut,40,slipcut,40,220
slipcut,35,slipcut,40,slipcut,40,slipcut,40,220
slipcut,36,slipcut,40,slipcut,40,slipcut,40,220
slipcut,37,slipcut,40,slipcut,40,slipcut,40,220
slipcut,38,slipcut,40,slipcut,40,slipcut,40,220
slipcut,39,slipcut,40,slipcut,40,slipcut,40,220
slipcut,40,slipcut,40,slipcut,40,slipcut,40,220
slipcut,41,slipcut,40,slipcut,40,slipcut,40,220
slipcut,42,slipcut,40,slipcut,40,slipcut,40,220
slipcut,43,slipcut,40,slipcut,40,slipcut,40,220
slipcut,44,slipcut,40,slipcut,40,slipcut,40,220
slipcut,45,slipcut,40,slipcut,40,slipcut,40,220
slipcut,46,slipcut,40,slipcut,40,slipcut,40,220
slipcut,47,slipcut,40,slipcut,40,slipcut,40,220
slipcut,48,slipcut,40,slipcut,40,slipcut,40,225
slipcut,49,slipcut,40,slipcut,40,slipcut,40,225
slipcut,50,slipcut,40,slipcut,40,slipcut,40,225
slipcut,51,slipcut,40,slipcut,40,slipcut,40,220
slipcut,2,slipcut,40,slipcut,40,slipcut,40,290
slipcut,3,slipcut,40,slipcut,40,slipcut,40,300
slipcut,4,slipcut,40,slipcut,40,slipcut,40,315
slipcut,5,slipcut,40,slipcut,40,slipcut,40,315
slipcut,6,slipcut,40,slipcut,40,slipcut,40,320
slipcut,7,slipcut,40,slipcut,40,slipcut,40,325
slipcut,8,slipcut,40,slipcut,40,slipcut,40,330
slipcut,9,slipcut,40,slipcut,40,slipcut,40,335
slipcut,10,slipcut,40,slipcut,40,slipcut,40,340
slipcut,11,slipcut,40,slipcut,40,slipcut,40,345
slipcut,12,slipcut,40,slipcut,40,slipcut,40,350
slipcut,13,slipcut,40,slipcut,40,slipcut,40,355
slipcut,14,slipcut,40,slipcut,40,slipcut,40,360
slipcut,15,slipcut,40,slipcut,40,slipcut,40,365
slipcut,16,slipcut,40,slipcut,40,slipcut,40,370
slipcut,17,slipcut,40,slipcut,40,slipcut,40,375
slipcut,18,slipcut,40,slipcut,40,slipcut,40,380
slipcut,19,slipcut,40,slipcut,40,slipcut,40,385
slipcut,20,slipcut,40,slipcut,40,slipcut,40,390
slipcut,21,slipcut,40,slipcut,40,slipcut,40,395
slipcut,22,slipcut,40,slipcut,40,slipcut,40,400
slipcut,23,slipcut,40,slipcut,40,slipcut,40,405
slipcut,24,slipcut,40,slipcut,40,slipcut,40,410
slipcut,25,slipcut,40,slipcut,40,slipcut,40,415
slipcut,26,slipcut,40,slipcut,40,slipcut,40,420
slipcut,27,slipcut,40,slipcut,40,slipcut,40,425
slipcut,28,slipcut,40,slipcut,40,slipcut,40,430
slipcut,29,slipcut,40,slipcut,40,slipcut,40,435
slipcut,30,slipcut,40,slipcut,40,slipcut,40,440
slipcut,31,slipcut,40,slipcut,40,slipcut,40,445
slipcut,32,slipcut,40,slipcut,40,slipcut,40,450
slipcut,33,slipcut,40,slipcut,40,slipcut,40,455
slipcut,34,slipcut,40,slipcut,40,slipcut,40,460
slipcut,35,slipcut,40,slipcut,40,slipcut,40,465
slipcut,36,slipcut,40,slipcut,40,slipcut,40,470
slipcut,37,slipcut,40,slipcut,40,slipcut,40,475
slipcut,38,slipcut,40,slipcut,40,slipcut,40,480
slipcut,39,slipcut,40,slipcut,40,slipcut,40,485
slipcut,40,slipcut,40,slipcut,40,slipcut,40,510
slipcut,41,slipcut,40,slipcut,40,slipcut,40,480
slipcut,42,slipcut,40,slipcut,40,slipcut,40,470
slipcut,43,slipcut,40,slipcut,40,slipcut,40,465
slipcut,44,slipcut,40,slipcut,40,slipcut,40,460
slipcut,45,slipcut,40,slipcut,40,slipcut,40,455
slipcut,46,slipcut,40,slipcut,40,slipcut,40,450
slipcut,47,slipcut,40,slipcut,40,slipcut,40,445
slipcut,48,slipcut,40,slipcut,40,slipcut,40,440
slipcut,49,slipcut,40,slipcut,40,slipcut,40,435
slipcut,50,slipcut,40,slipcut,40,slipcut,40,430
slipcut,51,slipcut,40,slipcut,40,slipcut,40,425
peal,2,slipcut,40,slipcut,40,slipcut,40,280
peal,3,slipcut,40,slipcut,40,slipcut,40,275
peal,4,slipcut,40,slipcut,40,slipcut,40,260
peal,5,slipcut,40,slipcut,40,slipcut,40,255
peal,6,slipcut,40,slipcut,40,slipcut,40,240
peal,7,slipcut,40,slipcut,40,slipcut,40,235
peal,8,slipcut,40,slipcut,40,slipcut,40,220
peal,9,slipcut,40,slipcut,40,slipcut,40,215
peal,10,slipcut,40,slipcut,40,slipcut,40,200
peal,11,slipcut,40,slipcut,40,slipcut,40,195
peal,12,slipcut,40,slipcut,40,slipcut,40,185
peal,13,slipcut,40,slipcut,40,slipcut,40,180
peal,14,slipcut,40,slipcut,40,slipcut,40,170
peal,15,slipcut,40,slipcut,40,slipcut,40,170
peal,16,slipcut,40,slipcut,40,slipcut,40,160
peal,17,slipcut,40,slipcut,40,slipcut,40,160
peal,18,slipcut,40,slipcut,40,slipcut,40,150
peal,19,slipcut,40,slipcut,40,slipcut,40,150
peal,20,slipcut,40,slipcut,40,slipcut,40,140
peal,21,slipcut,40,slipcut,40,slipcut,40,140
peal,22,slipcut,40,slipcut,40,slipcut,40,130
peal,23,slipcut,40,slipcut,40,slipcut,40,130
peal,24,slipcut,40,slipcut,40,slipcut,40,120
peal,25,slipcut,40,slipcut,40,slipcut,40,120
peal,26,slipcut,40,slipcut,40,slipcut,40,115
peal,27,slipcut,40,slipcut,40,slipcut,40,105
